season,section,division,mean_beneficial_fraction,mean_crop_water_deficit,mean_relative_water_deficit,mean_total_seasonal_biomass_production,mean_seasonal_yield,mean_crop_water_productivity,median_beneficial_fraction,median_crop_water_deficit,median_relative_water_deficit,median_total_seasonal_biomass_production,median_seasonal_yield,median_crop_water_productivity,min_beneficial_fraction,min_crop_water_deficit,min_relative_water_deficit,min_total_seasonal_biomass_production,min_seasonal_yield,min_crop_water_productivity,max_beneficial_fraction,max_crop_water_deficit,max_relative_water_deficit,max_total_seasonal_biomass_production,max_seasonal_yield,max_crop_water_productivity,std_beneficial_fraction,std_crop_water_deficit,std_relative_water_deficit,std_total_seasonal_biomass_production,std_seasonal_yield,std_crop_water_productivity,q25_beneficial_fraction,q25_crop_water_deficit,q25_relative_water_deficit,q25_total_seasonal_biomass_production,q25_seasonal_yield,q25_crop_water_productivity,q25_quantile,q75_beneficial_fraction,q75_crop_water_deficit,q75_relative_water_deficit,q75_total_seasonal_biomass_production,q75_seasonal_yield,q75_crop_water_productivity,q75_quantile
2020-2021,Elshawal_Al_Riyasa,Elshawal,0.74,0.26,0.74,2.14,1.31,0.33,0.76,0.27,0.73,2.2,1.35,0.34,0.06,0.04,0.49,0.15,0.09,0.07,0.88,0.51,0.96,4.98,3.05,0.44,0.09,0.09,0.09,0.94,0.58,0.04,0.71,0.19,0.66,1.32,0.81,0.3,0.25,0.8,0.34,0.81,2.87,1.75,0.36,0.75
2020-2021,El_waha,Elshawal,0.74,0.27,0.73,2.29,1.4,0.35,0.76,0.27,0.73,2.28,1.39,0.35,0.15,0.04,0.36,0.26,0.16,0.2,0.87,0.64,0.96,6.37,3.9,0.45,0.07,0.08,0.08,0.86,0.52,0.03,0.7,0.2,0.67,1.62,0.99,0.33,0.25,0.79,0.33,0.8,2.84,1.74,0.37,0.75
2020-2021,Ranjouk,Gabouga,0.73,0.25,0.75,1.97,1.21,0.33,0.74,0.25,0.75,1.96,1.2,0.33,0,0.04,0.26,0.05,0.03,0.05,0.86,0.74,0.96,8.02,4.91,0.46,0.08,0.07,0.07,0.67,0.41,0.03,0.7,0.2,0.71,1.53,0.94,0.31,0.25,0.78,0.29,0.8,2.36,1.45,0.35,0.75
2021-2022,57,Wad Elnaw,0.75,0.37,0.63,2.73,1.67,0.31,0.78,0.39,0.61,2.85,1.74,0.31,0.12,0.08,0.33,0.27,0.16,0.14,0.87,0.67,0.92,5.95,3.64,0.39,0.09,0.09,0.09,0.86,0.53,0.03,0.73,0.31,0.56,2.17,1.33,0.29,0.25,0.8,0.44,0.69,3.27,2,0.32,0.75
2021-2022,88,Elbasatna,0.78,0.39,0.61,2.93,1.79,0.31,0.8,0.4,0.6,2.94,1.8,0.3,0.11,0.06,0.38,0.2,0.12,0.14,0.88,0.62,0.94,5.71,3.5,0.41,0.08,0.08,0.08,0.8,0.49,0.03,0.76,0.34,0.56,2.47,1.51,0.29,0.25,0.82,0.44,0.66,3.37,2.06,0.33,0.75
2021-2022,Abdah_Fadul,Tabat,0.74,0.27,0.73,1.88,1.15,0.27,0.76,0.28,0.72,1.9,1.16,0.27,0.04,0.04,0.46,0.07,0.04,0.05,0.87,0.54,0.96,5.1,3.12,0.51,0.09,0.08,0.08,0.71,0.43,0.04,0.72,0.21,0.67,1.4,0.86,0.25,0.25,0.79,0.33,0.79,2.3,1.41,0.29,0.75
2021-2022,Abu_Gin,Kab_Elgidad,0.74,0.3,0.7,2.17,1.33,0.28,0.78,0.32,0.68,2.23,1.36,0.27,0,0.03,0.43,0.02,0.01,0.02,0.87,0.57,0.97,5.95,3.64,0.63,0.11,0.09,0.09,0.72,0.44,0.05,0.74,0.25,0.64,1.78,1.09,0.25,0.25,0.8,0.36,0.75,2.59,1.58,0.29,0.75
2021-2022,Abu_Hawa,Elhafair,0.73,0.28,0.72,2.24,1.37,0.31,0.75,0.29,0.71,2.2,1.35,0.31,0.17,0.05,0.5,0.25,0.15,0.17,0.86,0.5,0.95,4.63,2.83,0.5,0.07,0.07,0.07,0.69,0.42,0.04,0.71,0.24,0.67,1.79,1.1,0.29,0.25,0.78,0.33,0.76,2.66,1.63,0.33,0.75
2021-2022,Abu_Quta,Abd_ElMagid,0.76,0.27,0.73,1.93,1.18,0.28,0.79,0.28,0.72,1.99,1.22,0.27,0,0.03,0.51,0.02,0.01,0.02,0.86,0.49,0.97,4.96,3.04,0.64,0.1,0.08,0.08,0.66,0.41,0.05,0.75,0.22,0.68,1.54,0.94,0.25,0.25,0.81,0.32,0.78,2.35,1.44,0.29,0.75
2021-2022,Abu_Usher,Al_Gourashi,0.74,0.3,0.7,2.15,1.32,0.28,0.77,0.32,0.68,2.16,1.32,0.27,0,0.03,0.42,0.06,0.04,0.06,0.89,0.58,0.97,5.85,3.58,0.56,0.1,0.09,0.09,0.76,0.46,0.05,0.71,0.25,0.64,1.69,1.03,0.25,0.25,0.8,0.36,0.75,2.57,1.57,0.3,0.75
2021-2022,Affan,Matouri,0.76,0.35,0.65,2.72,1.67,0.31,0.79,0.36,0.64,2.7,1.65,0.31,0,0.05,0.34,0,0,0,0.88,0.66,0.95,6.3,3.85,0.47,0.09,0.09,0.09,0.9,0.55,0.04,0.75,0.3,0.59,2.15,1.32,0.29,0.25,0.82,0.41,0.7,3.19,1.95,0.33,0.75
2021-2022,Al_Awamrah,Abd_ElMagid,0.75,0.26,0.74,1.88,1.15,0.28,0.79,0.27,0.73,1.86,1.14,0.27,0.04,0.03,0.46,0.06,0.04,0.06,0.86,0.54,0.97,5.41,3.31,0.61,0.1,0.08,0.08,0.71,0.43,0.05,0.74,0.21,0.69,1.46,0.9,0.25,0.25,0.81,0.31,0.79,2.27,1.39,0.3,0.75
2021-2022,Al_Saadana,Turabi,0.75,0.31,0.69,2.22,1.36,0.28,0.78,0.32,0.68,2.23,1.37,0.27,0,0.04,0.41,0.05,0.03,0.04,0.87,0.59,0.96,5.25,3.22,0.58,0.1,0.09,0.09,0.75,0.46,0.05,0.73,0.25,0.63,1.75,1.07,0.25,0.25,0.81,0.37,0.75,2.66,1.63,0.3,0.75
2021-2022,Umm_Juha,Turabi,0.73,0.28,0.72,2.13,1.3,0.29,0.77,0.29,0.71,2.18,1.34,0.28,0,0.03,0.46,0.05,0.03,0.04,0.86,0.54,0.97,5.49,3.36,0.57,0.11,0.09,0.09,0.87,0.54,0.05,0.71,0.21,0.65,1.51,0.93,0.26,0.25,0.8,0.35,0.79,2.72,1.67,0.31,0.75
2021-2022,Turabi_Al_Riyasa,Turabi,0.75,0.32,0.68,2.32,1.42,0.28,0.78,0.34,0.66,2.37,1.45,0.27,0,0.04,0.46,0.02,0.01,0.02,0.86,0.54,0.96,4.87,2.98,0.54,0.11,0.1,0.1,0.82,0.5,0.05,0.73,0.26,0.62,1.8,1.1,0.26,0.25,0.81,0.38,0.74,2.82,1.73,0.3,0.75
2021-2022,Wad_Bala,Turabi,0.71,0.29,0.71,2.12,1.3,0.28,0.75,0.3,0.7,2.15,1.32,0.27,0,0.03,0.44,0.04,0.02,0.03,0.86,0.56,0.97,5.19,3.18,0.51,0.12,0.1,0.1,0.88,0.54,0.05,0.67,0.23,0.64,1.54,0.94,0.25,0.25,0.79,0.36,0.77,2.65,1.62,0.3,0.75
2021-2022,Fargin,Kab_Elgidad,0.76,0.29,0.71,2.21,1.35,0.29,0.79,0.31,0.69,2.26,1.38,0.28,0.06,0.04,0.44,0.09,0.06,0.06,0.86,0.56,0.96,5.28,3.23,0.63,0.09,0.09,0.09,0.8,0.49,0.05,0.74,0.23,0.64,1.69,1.03,0.26,0.25,0.81,0.36,0.77,2.72,1.67,0.3,0.75
2021-2022,Abd_ElMagid_Al_Riyasa,Abd_ElMagid,0.73,0.26,0.74,1.84,1.13,0.28,0.76,0.27,0.73,1.86,1.14,0.26,0.11,0.04,0.56,0.19,0.11,0.12,0.82,0.44,0.96,4.26,2.61,0.54,0.08,0.07,0.07,0.59,0.36,0.05,0.71,0.21,0.69,1.47,0.9,0.25,0.25,0.79,0.31,0.79,2.23,1.36,0.29,0.75
2021-2022,Fawar,Tabat,0.74,0.27,0.73,1.91,1.17,0.27,0.77,0.28,0.72,1.91,1.17,0.26,0,0.03,0.5,0.07,0.04,0.06,0.85,0.5,0.97,4.48,2.74,0.55,0.09,0.08,0.08,0.62,0.38,0.05,0.72,0.22,0.67,1.52,0.93,0.25,0.25,0.79,0.33,0.78,2.31,1.41,0.28,0.75
2021-2022,Abd_Elmagid,Surhan,0.77,0.27,0.73,2.04,1.25,0.29,0.79,0.28,0.72,2.03,1.24,0.28,0.28,0.04,0.48,0.19,0.12,0.18,0.86,0.52,0.96,4.87,2.98,0.56,0.07,0.08,0.08,0.67,0.41,0.04,0.75,0.22,0.67,1.58,0.97,0.26,0.25,0.81,0.33,0.78,2.46,1.51,0.3,0.75
2021-2022,Surhan_Al_Riyasa,Surhan,0.74,0.29,0.71,2.13,1.3,0.29,0.77,0.3,0.7,2.15,1.32,0.28,0,0.04,0.49,0.02,0.01,0.02,0.87,0.51,0.96,4.91,3.01,0.56,0.1,0.08,0.08,0.73,0.45,0.04,0.72,0.23,0.65,1.67,1.02,0.26,0.25,0.8,0.35,0.77,2.61,1.6,0.3,0.75
2021-2022,Istarhna,Al_Gourashi,0.73,0.31,0.69,2.13,1.3,0.27,0.76,0.32,0.68,2.15,1.32,0.26,0.1,0.06,0.4,0.17,0.11,0.09,0.83,0.6,0.94,5.36,3.28,0.49,0.08,0.08,0.08,0.68,0.42,0.03,0.71,0.26,0.64,1.73,1.06,0.25,0.25,0.78,0.36,0.74,2.51,1.54,0.28,0.75
2021-2022,Al_Gourashi_Al_Riyasa,Al_Gourashi,0.73,0.29,0.71,2.01,1.23,0.27,0.76,0.31,0.69,2.08,1.28,0.26,0.08,0.05,0.32,0,0,0,0.86,0.68,0.95,5.1,3.12,0.48,0.11,0.08,0.08,0.67,0.41,0.04,0.71,0.25,0.65,1.64,1,0.25,0.25,0.79,0.35,0.75,2.41,1.47,0.28,0.75
2021-2022,El_Rukun,Tabat,0.72,0.29,0.71,2.01,1.23,0.27,0.75,0.3,0.7,2.11,1.29,0.27,0.1,0.06,0.49,0.2,0.12,0.13,0.85,0.51,0.94,4.8,2.93,0.46,0.09,0.08,0.08,0.69,0.42,0.04,0.68,0.23,0.66,1.54,0.94,0.26,0.25,0.78,0.34,0.77,2.43,1.49,0.29,0.75
2021-2022,Wad_El_Saiyid,Elmessellamia,0.73,0.28,0.72,2.07,1.27,0.29,0.76,0.29,0.71,2.1,1.28,0.28,0,0.05,0.53,0.09,0.05,0.08,0.85,0.47,0.95,4.93,3.02,0.47,0.11,0.08,0.08,0.73,0.45,0.05,0.7,0.23,0.66,1.59,0.97,0.26,0.25,0.79,0.34,0.77,2.53,1.55,0.3,0.75
2021-2022,Al_Firijab,Surhan,0.74,0.29,0.71,2.06,1.26,0.28,0.76,0.3,0.7,2.03,1.24,0.27,0.16,0.05,0.49,0.11,0.07,0.09,0.86,0.51,0.95,4.74,2.9,0.48,0.09,0.08,0.08,0.67,0.41,0.04,0.71,0.25,0.66,1.65,1.01,0.26,0.25,0.79,0.34,0.75,2.44,1.49,0.29,0.75
2021-2022,Tannub,Tabat,0.74,0.31,0.69,2.26,1.39,0.29,0.76,0.32,0.68,2.25,1.38,0.28,0,0.06,0.48,0.12,0.08,0.09,0.87,0.52,0.94,5.57,3.41,0.48,0.08,0.08,0.08,0.75,0.46,0.04,0.72,0.26,0.64,1.78,1.09,0.26,0.25,0.79,0.36,0.74,2.69,1.65,0.31,0.75
2021-2022,Tabat_Al_Riyasa,Tabat,0.74,0.33,0.67,2.44,1.5,0.29,0.77,0.34,0.66,2.46,1.51,0.29,0.27,0.08,0.41,0.37,0.22,0.13,0.86,0.59,0.92,5.43,3.32,0.45,0.08,0.08,0.08,0.76,0.46,0.04,0.73,0.29,0.62,2.02,1.23,0.27,0.25,0.79,0.38,0.71,2.86,1.75,0.31,0.75
2021-2022,Saad_Allah,Elmessellamia,0.73,0.32,0.68,2.33,1.43,0.29,0.76,0.33,0.67,2.32,1.42,0.29,0.01,0.05,0.36,0.16,0.1,0.12,0.87,0.64,0.95,5.89,3.6,0.43,0.09,0.08,0.08,0.79,0.48,0.04,0.71,0.27,0.63,1.88,1.15,0.27,0.25,0.79,0.37,0.73,2.75,1.68,0.32,0.75
2021-2022,Wad_ElBurr,Wad_ElBurr,0.75,0.35,0.65,2.64,1.62,0.3,0.78,0.37,0.63,2.72,1.66,0.29,0.1,0.06,0.4,0.08,0.05,0.06,0.87,0.6,0.94,5.25,3.21,0.42,0.1,0.09,0.09,0.85,0.52,0.04,0.72,0.3,0.58,2.18,1.34,0.28,0.25,0.81,0.42,0.7,3.16,1.93,0.32,0.75
2021-2022,Wad_Hilal,Wad_ElBurr,0.75,0.33,0.67,2.43,1.49,0.29,0.78,0.35,0.65,2.51,1.54,0.29,0,0.06,0.46,0,0,0,0.88,0.54,0.94,4.95,3.03,0.46,0.1,0.09,0.09,0.75,0.46,0.04,0.74,0.29,0.61,2,1.22,0.28,0.25,0.81,0.39,0.71,2.92,1.79,0.3,0.75
2021-2022,Elmessellamia_Al_Riyasa,Elmessellamia,0.74,0.33,0.67,2.53,1.55,0.3,0.77,0.35,0.65,2.62,1.6,0.3,0.28,0.09,0.43,0.48,0.3,0.18,0.84,0.57,0.91,5.36,3.28,0.43,0.09,0.1,0.1,0.93,0.57,0.04,0.72,0.26,0.6,1.87,1.14,0.28,0.25,0.8,0.4,0.74,3.16,1.93,0.33,0.75
2021-2022,Beika,Elmessellamia,0.74,0.35,0.65,2.6,1.59,0.3,0.77,0.36,0.64,2.66,1.63,0.3,0,0.05,0.36,0.06,0.04,0.05,0.86,0.64,0.95,5.46,3.34,0.48,0.09,0.09,0.09,0.81,0.5,0.04,0.72,0.29,0.59,2.1,1.28,0.28,0.25,0.8,0.41,0.71,3.14,1.92,0.32,0.75
2021-2022,Bortobeil,Elbasatna,0.75,0.35,0.65,2.55,1.56,0.3,0.79,0.37,0.63,2.64,1.62,0.29,0,0.06,0.43,0,0,0,0.88,0.57,0.94,5.13,3.14,0.42,0.11,0.09,0.09,0.81,0.49,0.04,0.74,0.3,0.59,2.11,1.29,0.28,0.25,0.81,0.41,0.7,3.04,1.86,0.31,0.75
2021-2022,Barakat_Al_Riyasa,Elbasatna,0.76,0.36,0.64,2.66,1.63,0.3,0.78,0.37,0.63,2.71,1.66,0.3,0,0.06,0.31,0.15,0.09,0.1,0.88,0.69,0.94,6,3.67,0.41,0.08,0.09,0.09,0.85,0.52,0.04,0.74,0.31,0.58,2.14,1.31,0.28,0.25,0.81,0.42,0.69,3.19,1.95,0.32,0.75
2021-2022,Wad_Figda,Hag Abdalla and North West Sennar,0.73,0.36,0.64,2.62,1.61,0.3,0.75,0.36,0.64,2.59,1.59,0.3,0.14,0.07,0.37,0.2,0.12,0.11,0.87,0.63,0.93,5.7,3.49,0.39,0.08,0.09,0.09,0.89,0.54,0.03,0.69,0.3,0.57,1.97,1.21,0.28,0.25,0.79,0.43,0.7,3.2,1.96,0.32,0.75
2021-2022,Al_Toman,Wad Elnaw,0.76,0.35,0.65,2.56,1.56,0.3,0.78,0.36,0.64,2.57,1.57,0.3,0.36,0.11,0.41,0.53,0.33,0.18,0.86,0.59,0.89,5.41,3.31,0.4,0.07,0.09,0.09,0.79,0.48,0.03,0.73,0.3,0.59,2.04,1.25,0.28,0.25,0.8,0.41,0.7,3.07,1.88,0.32,0.75
2021-2022,Hag_Abdalla,Hag Abdalla and North West Sennar,0.76,0.36,0.64,2.57,1.57,0.3,0.79,0.36,0.64,2.59,1.59,0.3,0.05,0.07,0.39,0.21,0.13,0.13,0.88,0.61,0.93,5.41,3.31,0.39,0.08,0.09,0.09,0.78,0.48,0.03,0.75,0.3,0.59,2.08,1.27,0.29,0.25,0.81,0.41,0.7,3.06,1.87,0.32,0.75
2021-2022,Wad_Elnaw_Al_Riyasa,Wad Elnaw,0.78,0.37,0.63,2.76,1.69,0.3,0.81,0.39,0.61,2.8,1.71,0.3,0,0.05,0.38,0,0,0,0.89,0.62,0.95,5.59,3.42,0.4,0.08,0.09,0.09,0.81,0.5,0.03,0.77,0.32,0.57,2.32,1.42,0.29,0.25,0.82,0.43,0.68,3.24,1.98,0.32,0.75
2021-2022,Hadad,Hag Abdalla and North West Sennar,0.75,0.36,0.64,2.69,1.65,0.31,0.76,0.37,0.63,2.67,1.64,0.31,0.46,0.15,0.43,0.77,0.47,0.23,0.85,0.57,0.85,4.89,2.99,0.38,0.06,0.08,0.08,0.73,0.44,0.03,0.72,0.32,0.58,2.24,1.37,0.3,0.25,0.79,0.42,0.68,3.25,1.99,0.33,0.75
2021-2022,Gundal,Hag Abdalla and North West Sennar,0.76,0.34,0.66,2.48,1.52,0.31,0.77,0.35,0.65,2.48,1.52,0.31,0.39,0.14,0.39,0.66,0.4,0.21,0.85,0.61,0.86,5.27,3.23,0.39,0.06,0.07,0.07,0.68,0.41,0.03,0.73,0.3,0.6,2,1.22,0.29,0.25,0.79,0.4,0.7,2.93,1.79,0.32,0.75
2021-2022,Fahal,El_Mukhtar,0.71,0.33,0.67,2.39,1.46,0.3,0.73,0.34,0.66,2.37,1.45,0.29,0,0.08,0.4,0.04,0.03,0.01,0.86,0.6,0.92,5.34,3.27,0.4,0.09,0.08,0.08,0.74,0.45,0.03,0.68,0.29,0.62,1.96,1.2,0.28,0.25,0.77,0.38,0.71,2.81,1.72,0.31,0.75
2021-2022,Hamadna_Allah,El_Mukhtar,0.75,0.34,0.66,2.52,1.55,0.3,0.78,0.36,0.64,2.61,1.6,0.3,0.09,0.06,0.34,0,0,0,0.87,0.66,0.94,5.38,3.29,0.43,0.1,0.09,0.09,0.77,0.47,0.03,0.73,0.3,0.6,2.07,1.26,0.28,0.25,0.81,0.4,0.7,3.02,1.85,0.31,0.75
2021-2022,Um_Degina,El_Mukhtar,0.74,0.34,0.66,2.63,1.61,0.3,0.76,0.35,0.65,2.62,1.6,0.3,0.01,0.05,0.42,0.04,0.03,0.04,0.86,0.58,0.95,5.85,3.58,0.41,0.09,0.08,0.08,0.83,0.51,0.03,0.7,0.3,0.61,2.14,1.31,0.29,0.25,0.79,0.39,0.7,3.04,1.86,0.32,0.75
2021-2022,Shaliee_Al_Riyasa,Shaliee,0.76,0.34,0.66,2.56,1.57,0.3,0.79,0.35,0.65,2.57,1.57,0.3,0,0.05,0.37,0,0,0,0.87,0.63,0.95,5.11,3.13,0.56,0.1,0.08,0.08,0.73,0.45,0.04,0.75,0.29,0.61,2.16,1.32,0.28,0.25,0.82,0.39,0.71,2.99,1.83,0.32,0.75
2021-2022,Wad_Elzain,Shaliee,0.78,0.34,0.66,2.43,1.49,0.29,0.79,0.35,0.65,2.46,1.51,0.28,0.06,0.04,0.42,0.12,0.07,0.1,0.87,0.58,0.96,5.05,3.09,0.5,0.07,0.08,0.08,0.68,0.42,0.03,0.75,0.29,0.61,1.97,1.2,0.27,0.25,0.82,0.39,0.71,2.89,1.77,0.3,0.75
2021-2022,Shandi,Shaliee,0.75,0.28,0.72,2.06,1.26,0.28,0.77,0.28,0.72,2.02,1.24,0.28,0,0.04,0.44,0.01,0.01,0.01,0.87,0.56,0.96,4.79,2.93,0.55,0.09,0.08,0.08,0.69,0.42,0.05,0.73,0.23,0.66,1.61,0.98,0.26,0.25,0.8,0.34,0.77,2.49,1.52,0.3,0.75
2021-2022,Elhurga_Nuraldin,Elhurga/Nuraldin,0.68,0.17,0.83,0.93,0.57,0.23,0.72,0.16,0.84,0.9,0.55,0.23,0.25,0.05,0.71,0.18,0.11,0.16,0.81,0.29,0.95,1.68,1.03,0.26,0.13,0.07,0.07,0.4,0.25,0.02,0.62,0.11,0.78,0.61,0.37,0.23,0.25,0.8,0.22,0.89,1.21,0.74,0.24,0.75
2021-2022,El_Sharqi_Al_Riyasa,Al Genied,0.71,0.25,0.75,1.67,1.02,0.26,0.76,0.26,0.74,1.72,1.05,0.26,0,0.03,0.51,0.04,0.02,0.04,0.87,0.49,0.97,4.58,2.81,0.5,0.14,0.09,0.09,0.75,0.46,0.05,0.68,0.19,0.69,1.18,0.72,0.24,0.25,0.79,0.31,0.81,2.16,1.32,0.28,0.75
2021-2022,El_Ariga,EL_Mansi,0.77,0.33,0.67,2.47,1.51,0.29,0.78,0.34,0.66,2.5,1.53,0.29,0.21,0.06,0.47,0.31,0.19,0.18,0.85,0.53,0.94,4.54,2.78,0.45,0.07,0.08,0.08,0.7,0.43,0.03,0.75,0.29,0.61,2.02,1.24,0.27,0.25,0.81,0.39,0.71,2.96,1.81,0.3,0.75
2021-2022,Shakir,EL_Mansi,0.75,0.3,0.7,2.2,1.35,0.29,0.77,0.3,0.7,2.21,1.35,0.29,0.15,0.05,0.42,0.23,0.14,0.11,0.86,0.58,0.95,5.3,3.24,0.51,0.07,0.08,0.08,0.69,0.42,0.04,0.73,0.24,0.65,1.74,1.06,0.27,0.25,0.8,0.35,0.76,2.65,1.62,0.31,0.75
2021-2022,EL_Nala,El_Tahameed,0.76,0.28,0.72,2.23,1.36,0.3,0.79,0.29,0.71,2.23,1.37,0.29,0.01,0.04,0.47,0.04,0.02,0.04,0.87,0.53,0.96,5.22,3.19,0.59,0.09,0.08,0.08,0.78,0.48,0.05,0.75,0.23,0.66,1.72,1.05,0.27,0.25,0.81,0.34,0.77,2.7,1.65,0.32,0.75
2021-2022,EL_Mansi_Al_Riyasa,EL_Mansi,0.77,0.33,0.67,2.48,1.52,0.3,0.8,0.35,0.65,2.56,1.56,0.29,0,0.05,0.47,0.02,0.01,0.01,0.88,0.53,0.95,5.06,3.09,0.52,0.1,0.09,0.09,0.74,0.46,0.04,0.75,0.28,0.61,2.04,1.25,0.28,0.25,0.82,0.39,0.72,2.98,1.82,0.31,0.75
2021-2022,El_Tahameed_Al_Riyasa,El_Tahameed,0.77,0.29,0.71,2.3,1.41,0.31,0.79,0.3,0.7,2.25,1.38,0.3,0.13,0.05,0.43,0.16,0.1,0.08,0.87,0.57,0.95,5.44,3.33,0.57,0.07,0.08,0.08,0.75,0.46,0.05,0.75,0.24,0.66,1.82,1.12,0.28,0.25,0.81,0.34,0.76,2.72,1.67,0.32,0.75
2021-2022,Tku,El_Tahameed,0.76,0.3,0.7,2.39,1.46,0.31,0.78,0.31,0.69,2.39,1.47,0.31,0.23,0.08,0.48,0.32,0.2,0.12,0.87,0.52,0.92,4.98,3.05,0.51,0.08,0.08,0.08,0.75,0.46,0.04,0.73,0.24,0.64,1.87,1.14,0.29,0.25,0.81,0.36,0.76,2.85,1.75,0.33,0.75
2021-2022,Al_Tarfa,Elfakhakhir,0.74,0.29,0.71,2.17,1.33,0.3,0.77,0.3,0.7,2.18,1.34,0.3,0,0.04,0.47,0.13,0.08,0.12,0.86,0.53,0.96,4.89,2.99,0.49,0.1,0.08,0.08,0.7,0.43,0.04,0.72,0.24,0.66,1.75,1.07,0.28,0.25,0.79,0.34,0.76,2.61,1.6,0.32,0.75
2021-2022,Al_Taayif,Elfakhakhir,0.76,0.32,0.68,2.33,1.42,0.29,0.79,0.33,0.67,2.34,1.43,0.29,0,0.04,0.4,0.03,0.02,0.02,0.87,0.6,0.96,5.48,3.35,0.5,0.09,0.08,0.08,0.66,0.41,0.04,0.75,0.27,0.62,1.91,1.17,0.27,0.25,0.81,0.38,0.73,2.77,1.7,0.3,0.75
2021-2022,Al_Krimit,Elfakhakhir,0.77,0.36,0.64,2.7,1.65,0.3,0.8,0.38,0.62,2.77,1.7,0.3,0,0.05,0.43,0,0,0,0.86,0.57,0.95,4.97,3.04,0.5,0.09,0.08,0.08,0.68,0.42,0.04,0.76,0.32,0.59,2.36,1.45,0.29,0.25,0.82,0.41,0.68,3.14,1.92,0.31,0.75
2021-2022,Hegeliga,Elhafair,0.77,0.33,0.67,2.4,1.47,0.29,0.8,0.34,0.66,2.43,1.49,0.29,0.04,0.05,0.45,0.15,0.09,0.12,0.87,0.55,0.95,5,3.06,0.47,0.08,0.08,0.08,0.67,0.41,0.03,0.75,0.29,0.62,2,1.22,0.28,0.25,0.82,0.38,0.71,2.85,1.74,0.31,0.75
2021-2022,Elfakhakhir_Al_Riyasa,Elfakhakhir,0.75,0.3,0.7,2.24,1.37,0.3,0.78,0.31,0.69,2.28,1.39,0.29,0,0.06,0.41,0,0,0,0.87,0.59,0.94,5.23,3.2,0.47,0.09,0.08,0.08,0.65,0.4,0.04,0.72,0.26,0.64,1.83,1.12,0.28,0.25,0.81,0.36,0.74,2.68,1.64,0.31,0.75
2021-2022,Matouri_Al_Riyasa,Matouri,0.75,0.33,0.67,2.42,1.48,0.3,0.77,0.34,0.66,2.42,1.48,0.3,0,0.04,0.4,0.01,0.01,0.01,0.89,0.6,0.96,5.75,3.52,0.47,0.1,0.09,0.09,0.8,0.49,0.04,0.73,0.27,0.61,1.91,1.17,0.28,0.25,0.81,0.39,0.73,2.9,1.78,0.31,0.75
2021-2022,El_Zafir,Elhafair,0.74,0.29,0.71,2.25,1.38,0.3,0.76,0.31,0.69,2.32,1.42,0.3,0,0.04,0.46,0,0,0,0.86,0.54,0.96,5.01,3.06,0.5,0.09,0.08,0.08,0.71,0.44,0.04,0.72,0.25,0.65,1.82,1.11,0.29,0.25,0.79,0.35,0.75,2.7,1.65,0.32,0.75
2021-2022,Elhafair_Al_Riyasa,Elhafair,0.72,0.24,0.76,1.93,1.18,0.3,0.75,0.26,0.74,2,1.22,0.3,0.1,0.03,0.56,0.08,0.05,0.09,0.85,0.44,0.97,3.95,2.42,0.53,0.11,0.08,0.08,0.72,0.44,0.04,0.69,0.19,0.7,1.43,0.87,0.28,0.25,0.78,0.3,0.81,2.41,1.48,0.32,0.75
2021-2022,Um_Suneita,Matouri,0.68,0.24,0.76,1.71,1.04,0.28,0.72,0.24,0.76,1.71,1.05,0.28,0,0.04,0.51,0,0,0,0.84,0.49,0.96,4.07,2.49,0.45,0.12,0.08,0.08,0.68,0.42,0.04,0.65,0.18,0.7,1.24,0.76,0.26,0.25,0.75,0.3,0.82,2.18,1.34,0.3,0.75
2021-2022,Disheinat,Matouri,0.75,0.32,0.68,2.37,1.45,0.3,0.78,0.33,0.67,2.36,1.44,0.3,0.04,0.05,0.36,0.05,0.03,0.04,0.88,0.64,0.95,6.11,3.74,0.49,0.1,0.09,0.09,0.77,0.47,0.03,0.72,0.27,0.62,1.86,1.14,0.28,0.25,0.81,0.38,0.73,2.88,1.76,0.32,0.75
2021-2022,Um_Gargor,Elshawal,0.76,0.36,0.64,2.88,1.76,0.32,0.77,0.37,0.63,2.91,1.78,0.32,0.47,0.13,0.44,0.69,0.42,0.22,0.85,0.56,0.87,4.96,3.04,0.39,0.06,0.07,0.07,0.72,0.44,0.02,0.74,0.32,0.59,2.4,1.47,0.31,0.25,0.8,0.41,0.68,3.36,2.06,0.34,0.75
2021-2022,Al_Gamosi,Gabouga,0.73,0.29,0.71,2.12,1.3,0.3,0.76,0.3,0.7,2.17,1.33,0.3,0,0.05,0.46,0.12,0.08,0.09,0.86,0.54,0.95,4.78,2.92,0.45,0.09,0.08,0.08,0.7,0.43,0.03,0.7,0.24,0.65,1.65,1.01,0.28,0.25,0.8,0.35,0.76,2.6,1.59,0.31,0.75
2021-2022,Gabouga,Gabouga,0.74,0.3,0.7,2.21,1.35,0.3,0.76,0.31,0.69,2.21,1.35,0.3,0.13,0.05,0.5,0.22,0.13,0.13,0.86,0.5,0.95,4.38,2.68,0.42,0.1,0.09,0.09,0.77,0.47,0.03,0.7,0.23,0.63,1.63,1,0.28,0.25,0.81,0.37,0.77,2.79,1.71,0.32,0.75
